Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Indonesia,IDN,11,0,3,4,11,6,0,0,0,0,7,46488,692,0,9,7820,9,2,0,854,4,2,7,0,15,26,21,83,4751,16,0,0,355,0,10358,0,2,0,9,85,8586,67,0,8,0,5,13,0,0,2,79,89,614,3,0,26,22,1521,0,0,0,0,0,9,0,70,133,40544,0,17,0,0,0,11363,90,3,212,0,0,10,63,18,3,0,0,0,5,431,20,75,980,0,333,0,170,1231,79,19130,10282,0,7,6,762,10535,20073,32,55,5,10123,2,1,373,5,1,81,146,389,7,4,885328,0,0,1,10,7,0,18,0,68,5,0,117,15,0,3,23,3396,2,2,4,155137,193,809,3764,5,3,52,0,0,71,585,261,79,16,102,314,14,64,17335,47,0,31,15127,0,4,0,0,0,3,0,0,286600,3,0,75,3,0,70008,0,0,123,1,517,670,1,71,56,7,1606,1207,2084,74302,0,59,869,8334,15,0,16,2,41,179,0,0,0,5,2,6005,55,79796,7,0,3,51,10529,5,0,2,26,28,99
"Iran, Islamic Rep.",IRN,23,2,0,1,40,0,0,2,276,15999,1,18514,8369,0,8,4565,26,0,0,945,17,2,29,0,36,15,6,274,0,477,0,0,16,59,72987,0,0,4,8,80,649,95,0,13,0,2,76,0,4,0,546,191,11172,2,0,85,66,140,2,0,0,0,0,2,0,22,1994,24260,0,3,0,0,0,108486,2,2,973,2,0,2,20,11,37,0,0,0,8,3137,285,18,2039,33,0,1923,398,9000,0,5591,94,0,3,2,58,0,11717,173,0,32,2276,1,0,99,18,21,446,23,233,0,0,542,0,0,17,0,1,0,14,0,171,2,0,70,0,0,0,19,10,1,0,12,22013,1,8,1945,24,3,46,0,0,23,9045,152,229,5,63,3,27,18,962,152,0,5,3401,918,11686,1,0,0,0,533,0,2804,0,0,45,0,0,948,31,5,1,0,295,2500,7,32,0,0,50537,4226,1233,20,0,18,1164,0,13,0,5,0,11,13096,5598,0,0,12,5668,76907,72672,294355,91,20195,1,118,37,0,0,0,38342,4,12
Iraq,IRQ,7,2,58,1,18,0,0,0,0,0,0,24467,1791,0,0,12203,5,0,0,666,2,3,8,0,5,8,0,41,0,710,0,0,8,31,25895,0,0,2,26,23,155,18,0,281,2,2,11,1,5,0,142,267,14891,5,0,7,12,1619,0,0,0,0,16,0,0,23,3050,12294,0,3,2,10,0,49506,0,0,6664,0,0,0,21,8,2,0,0,0,2,1674,237,15,596,26,169650,0,477,1503,0,135,36440,0,10,2,14,0,159233,60,0,7,10140,0,0,4559,6,4,42,12,118,3,0,289,0,0,17,0,0,92,2,1,41,2,0,35,0,0,64,2,0,0,0,2,34068,0,8,4760,5,5,82,0,0,23,7088,2653,40,5,16,3,2,9,26,424,0,1,15152,1018,7,27,0,0,0,0,0,40672,0,0,23,0,0,506,29,5,1,1,62,959,0,151,0,0,48824,4773,5167,0,0,63,59,0,24,0,5,0,2,9130,0,0,0,9,4,43831,12573,93991,6,0,1,66,8,0,0,0,53675,0,3
Ireland,IRL,76,0,2,3,8,69,0,2,0,0,0,49765,722,0,65,0,261,2,0,3486,7,22,47,0,23,304,36,219,0,18,5,0,18,0,25685,8,2,0,0,127,21,104,0,17,0,6,23,42,21,1,352,68,1096,0,0,63,68,114,0,0,0,1,0,2,7,3,243,181039,1,12,0,0,0,15805,18,63,454,2,0,12,20,3,11,0,0,0,3,100,95,54,6368,7,0,0,0,2315,3,185,52,0,0,7,2,0,50,4,0,7,17,0,0,1,3,16,636,2,1681,0,32,73,3,0,2,21,5,4,26,0,170,0,0,522,0,0,0,154,2,174,2,482,4303,6,15,6761,14,62,557,0,0,4,509,1,760,3,25,69,1,106,210,85,664,31,26,75,0,0,1,0,2,133,0,9,4,0,1940,61,0,28,2,0,3,0,5109,3504,4,1,0,11,1097,1665,4,3,0,0,257,0,319,0,6,2,3,536,0,1,2,0,0,14,636751,163136,6,0,1,53,7,2,1,2,1,42,518
Italy,ITA,0,61,2285,23,744,153,3,9,224155,0,6,216676,14428,0,92,5,3,22,0,203181,12,28,162,9,750,1930,121,54958,0,538,131,7,53,300,310213,276,20,48,37,3696,104,2741,5,2393,5,51,1601,54,1780,239,219,1044,3272,49,1,8487,1587,5449,212,7,6,6,134,9,1,29,990,236943,235,105,53,87,0,629291,500,87,5628,10,9,299,174,229,63,12,191,13,190,70,1224,107,63,61,10,0,4390,0,41,1452,305,0,107,60,9,2,260,34,3,39,102,3,178,1218,859,37,12274,2,2918,315,70,150,0,2,503,90,153,59,265,15,3830,9,0,683,0,0,1914,922,19,661,21,5,16651,78,137,1459,172,77,699,1,9,38,1443,16,8,28,594,0,519,2386,1021,4602,1856,412,152,2530,4,110,0,4,21,0,1,137,104,0,5084,126,16,46,116,2669,30,12,9842,21481,35,1167,131,23,6269,336726,60,9,0,519,1041,0,408,0,54,30,1529,2843,0,3,2,110,2,211,125396,547833,9763,0,13,50049,28,27,7,16,20,94,1303
Jamaica,JAM,0,0,0,0,0,0,256,2249,0,0,722,739,148,0,3256,0,0,745,0,8,367,4,1140,0,2,57,2,57,0,0,0,0,4,0,118874,0,10628,0,0,21,9,48,0,11,0,0,163,1,0,319,8,5,157,0,90,513,13,0,4,0,0,0,0,0,0,3,84,48902,7,3,2,0,0,98,2,57,42,4,122,72,0,7,3,0,0,132,22,5,8,9,23,0,0,0,151,173,0,129,0,0,0,0,0,0,1,10,0,0,1,0,0,0,0,0,12,0,437,0,0,0,0,0,0,0,6,0,0,0,149,0,0,141,0,2,0,5,0,0,0,0,463,1489,0,126,36,3,217,0,0,0,75,0,0,0,563,2,2,3,0,3,0,4331,2,0,1,2,0,0,0,0,0,0,0,0,258,3,0,5,0,0,0,0,84,92,0,0,0,0,193,329,0,0,0,0,5,0,28,0,0,317,0,22,0,35,0,0,0,2,152843,575845,3,0,0,126,0,353,275,0,1,1,0
Japan,JPN,11,2,3,3,16,6,2,17,5348,0,50,25107,2381,0,6,78,4,11,0,3878,7,2,62,86,1422,7,95,70837,119,91,0,0,420,0,26474,0,10,6,6,797,2212,686,0,133,0,3,213,0,1,10,39,195,1288,1,1,1531,427,1497,192,0,0,0,7,2,1,48,610,11126,373,40,0,5,0,32574,34,0,655,4,5,75,2458,92,17,0,42,6,101,528,973,44,855,1822,3,0,869,7154,21,0,103,0,3,4,196,13517,201,28,9,9,64,23,2,406,7,12,286,179,107,72,4,12412,0,0,11,77,51,0,37,0,2994,89,0,32,154,0,4,260,579,20,1,2,5719,254,17,8482,50,3,50,0,0,920,946,3,36,289,343,225,2242,1968,8140,245,0,211,95,0,3,8,0,0,62,0,0,47,3,0,20,7,0,491,16,1,145,0,740,2545,95,25,39,8,2258,3591,21,11487,0,15,15779,1,15,0,26,15,45,2000,0,2,0,26,2,60,59546,500527,191,0,2,452,441,31,2,1,490,160,101
Jordan,JOR,0,2,24,0,6,0,0,13,0,0,8,3283,412,0,0,13837,29,2,0,289,7,0,4,0,13,0,0,544,0,360,0,0,3,13,5053,0,2,0,11,83,67,143,0,248,2,0,8,0,3,2,201,103,961,2,5,44,26,3545,46,0,0,0,14,2,0,3,133,635,2,0,2,9,0,11007,0,0,646,0,0,12,3,2,0,0,0,1,30,702,204,12,2,157,738,790,137,2983,4,89,0,0,4,0,6,0,434725,47,0,9,6231,0,0,1849,2,9,6,5,6,2,0,121,0,0,14,0,8,0,2,0,44,0,0,2,0,0,26,2,3,0,0,68,827,10,1,215,13,0,1,0,0,3,111,9289,28,0,87,0,13,82,67,169,0,44,9311,824,6,24,0,0,0,0,0,127456,0,0,1,0,0,212,26,3,0,0,25,1202,1,65,0,0,1056,381,5859,0,0,27,357,0,0,0,0,3,4,1020,0,0,0,4,3,95315,636,50422,10,0,0,265,10,99,0,0,29286,0,1
Kazakhstan,KAZ,29,5,0,0,0,3,0,0,414,1304,0,433,127,9789,0,110,14,0,43252,40,0,6,1,0,4,3,5,232,0,846,0,0,10,0,3860,0,0,0,0,8,2144,4,0,33,8,0,4,2,148,0,129,1862,54,0,0,4,1,146,0,0,0,3841,2,0,0,3,211,4864,0,0,0,1,9211,21421,50,0,2167,0,0,0,2,0,4,0,0,0,0,22851,566,8,2637,71,5,5,206,544,0,1379,20,0,0,0,190,2,282,86404,6,8551,1765,1,2,31,0,6566,14,167,47,1,2,1,1,0,34,0,0,4,11,0,1,0,17294,14,646,0,0,14,23,1,0,7,60,0,0,121,0,8,139,0,0,3,51,4,123,0,1,0,39,3,145,3706,33,0,2637,46,2584955,2,0,0,0,2,0,67,4,0,9,0,0,0,58,160,0,0,142,131,1,0,0,5,228,253,29,7,20901,0,2525,0,40,0,0,0,3,5034,11955,0,0,0,245072,84,26,1614,0,164799,0,1,28,0,0,0,12279,16,60
Kenya,KEN,76,0,0,0,0,20,0,0,0,0,0,6855,275,0,7,0,128,1,0,49,0,45,12,0,8,19,10,33,0,7,8,523,2,1434,20230,0,1,0,297,19,32,13,92,7292,15,0,6,418,0,19,39,44,986,1345,0,92,7,134,0,19,635,0,552,2,3,0,206,10493,2,62,44,390,0,666,482,2,257,0,0,42,3,0,12,0,0,0,0,75,50,23,6801,16,0,0,544,1053,2,377,5,0,0,0,3,0,0,1,0,0,7,11,0,4,0,1,31,0,264,16,3044,24,3,1,0,0,55,0,1,404,26,0,0,90,0,0,0,127,5,7,0,71,1825,0,34,1146,2,49,1304,0,0,0,846,2,373,0,3,14,0,4,286,57,0,25,10,0,0,352,3,0,0,0,2,2,4,0,55,113,49,15,4,3,0,1217,6925,427,5,38111,0,53,1253,1084,1,2,0,31182,578,0,1,0,0,2,3,173,0,0,0,43186,0,11,130511,43978,2,0,1,8,10,3,0,0,4,394,675
Kiribati,KIR,0,0,0,9,0,0,0,0,0,0,0,402,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,237,0,2,0,2,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,11,0,0,0,0,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1950,0,0,0,3,496,0,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,1,0,0,1404,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6471,0,0,6,0,0,0,0,0,2,0,0
Noth Korea,PRK,4,0,0,0,0,0,0,0,8201,0,0,48,35,0,6,3,153,0,0,19,6,0,1,0,3,0,3,2360,0,2,0,0,144,0,107,0,0,10,13,6,40337,163,0,55,0,0,28,0,0,0,14,88,251,2,0,0,169,120,1,0,0,0,3,0,0,0,0,123,8,0,0,2,0,1429,8,0,10,0,0,0,0,2,0,0,1,0,46,29763,5,0,12,10,0,0,191,40,0,161,83,0,5,0,0,431629,9,285,0,16,4,0,0,21,0,7,35,10084,1,67,0,227,0,0,0,0,0,0,6,0,111,0,0,0,63,0,0,8,3,0,0,362,20,0,0,12,5,0,9,0,0,1,26,0,149,0,106,0,787,22,20,14,0,0,5,0,35,4,0,0,0,0,0,2,1,0,0,0,0,13,13,0,0,1,60,0,0,51,0,0,55,240,0,0,0,30,346,0,3,0,0,0,2,31,0,0,0,53,17,3,199,14607,1,0,0,40,8,0,0,0,5,0,2
South Korea,KOR,0,0,0,184,8,2,0,0,0,0,5,38329,1617,0,8,15,0,1,0,427,16,7,81,22,569,4,31,6273,204,75,0,0,190,0,80541,0,1,6,4,1048,47152,229,0,73,0,4,190,3,0,1,4,77,7911,0,0,668,289,291,97,0,0,0,4,5,2,57,126,6478,26,8,0,3,0,22299,15,0,210,5,0,8,3255,1110,85,0,4,0,51,4679,14,31,0,402,0,0,176,3908,3,685943,94,0,1,5,4185,0,39,14,2,14,18,8,0,77,4,20,473,34,62,57,1,2593,0,0,0,0,5,76,74,0,1725,4,0,19,605,0,0,95,128,7,2,0,5189,6,20,17608,19,10,186,0,0,1828,6095,0,1,141,196,63,2092,437,2237,40,0,26,27,0,2,3,0,0,2,0,0,9,2,0,12,0,0,150,0,0,57,0,704,1741,6,14,2,2,9069,1119,4,10916,0,8,1997,0,54,0,13,2,9,512,0,0,0,15,0,12,10566,896982,48,0,3,237,89,26,0,1,80,9,29
Kuwait,KWT,80,0,10,0,0,0,0,0,0,0,0,2400,24,0,0,21,40,0,0,4,0,1,2,0,4,0,0,20,0,157,0,0,2,5,9411,0,0,0,4,9,31,20,0,10,0,0,0,0,0,0,107,55,1009,0,0,4,5,2183,0,0,0,0,0,0,0,2,69,392,0,0,0,0,0,267,3,0,16,0,0,0,2,0,0,0,0,0,0,325,9,0,7274,63,116,8301,248,107,0,34,742,0,2,0,3,0,0,8,0,7,5417,0,0,778,0,3,6,2,4,0,0,56,3,0,0,0,0,35,2,0,8,0,0,1,0,0,11,2,1,0,0,19,1404,0,0,445,0,2,31,0,0,2,145,4395,352,0,5,0,3,3,59,146,0,0,8095,0,0,0,0,0,0,0,0,101301,0,0,0,0,0,98,29,0,0,0,39,207,2,25,0,0,800,78,1403,0,0,10,143,0,9,0,0,0,1,330,0,0,0,1,0,11902,393,22703,3,0,0,61,4,0,0,0,10424,0,2
Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,0,2612,0,100,66,648,0,39,0,0,3349,4,0,1,0,0,0,0,0,6,0,75,0,0,1,0,613,0,0,0,0,0,247,1,0,6,2,0,0,0,15,0,13,153,4,0,0,0,0,0,0,0,0,570,0,0,0,0,8,88,0,0,0,0,932,560,6,0,44,0,0,0,0,0,0,0,0,0,0,2824,21,0,0,13,2,2,13,80,0,9,10,73813,0,0,22,0,99,0,1,1221,619,0,0,5,0,608,0,21,0,0,0,0,0,0,1,0,0,0,2,0,22,0,1514,0,0,0,0,3,4,0,0,0,15,0,0,12,0,1,26,0,0,0,7,1,1,0,0,0,1,0,27,93,0,1,925,5,463521,0,0,0,0,0,0,24,0,0,0,0,0,0,10,16,0,0,17,36,0,0,0,0,60,62,11,0,11227,0,475,0,8,0,0,0,0,1765,2753,0,0,0,29476,30,0,325,0,64926,0,3,5,0,0,0,4306,2,7
Laos,LAO,1,0,0,0,13,0,0,0,552,0,0,9429,42,0,0,0,50,0,0,462,0,0,19,0,5,4,9,175,0,2,0,0,868,0,13968,0,0,0,2,0,169,8,0,17,0,1,3,0,0,0,3,9,26,0,0,30,3,25,0,0,0,0,0,0,0,15,7,6304,0,17,1,0,0,34298,23,0,3,1,0,0,14,0,0,0,0,0,0,61,3,0,4,1342,0,0,30,180,3,1846,11,0,2,1,15,0,0,6,0,0,0,0,0,69,4,0,19,21,60,1,0,88,0,0,0,0,0,0,1,0,1,1,0,18,0,0,0,2,427,0,0,119,119,0,123,1004,0,0,7,0,0,15,51,0,49,4,1,5,30,2,1869,32,0,1,0,0,0,6,0,0,0,0,0,0,0,0,12,0,0,28,3,0,0,0,15,134,0,18,0,0,358,393,0,451,0,15,46108,0,2,0,4,0,8,2,0,0,0,1,0,0,12,213399,4,0,0,2,509,0,0,0,0,0,0
Latvia,LVA,0,4,0,1,0,5,0,0,41,1139,0,6627,215,398,0,0,0,0,7335,151,0,0,15,0,4,23,0,6,0,110,0,0,0,0,7836,0,0,0,0,34,3,16,0,0,0,3,1,0,237,0,75,133,992,0,0,18,6,1,0,0,0,4326,0,3,1,2,1125,13193,1,6,0,0,566,56469,1,0,36,0,0,0,10,0,0,0,0,0,0,34,772,38,6,0,0,0,2689,638,0,0,0,4158,0,4,0,0,0,270,0,0,18,0,0,0,2,8361,15,0,123,0,2,2,0,0,0,0,0,0,0,0,19,0,840,38,0,0,0,1,0,1,1,0,308,0,8,256,0,0,2,0,0,2,360,0,0,2,6,3,1,10,0,2563,437,0,27,183,102518,0,0,0,1,2,0,0,0,0,146,0,0,0,14,46,0,0,291,423,0,0,0,0,3032,381,0,0,669,0,0,0,1,0,3,0,0,51,707,0,0,0,34354,0,67,69779,148,2476,0,120,0,0,0,0,2,3,64
Lebanon,LBN,3,10,36,7,17,5,2,6,1575,1871,56,70359,544,0,5,3551,90,13,0,1016,31,633,17,0,48,7,3,16068,0,1175,138,0,11,41,66923,3,12,92,34,199,196,963,0,1065,59,9,67,206,8,12,1252,209,11982,6,18,875,193,2503,16,3,1,0,60,0,0,124,283,11033,359,18,1204,39,0,51611,2912,0,1228,1,5,700,111,15,533,20,10,7,7,2204,1023,19,7,260,170,380,151,4163,25,57,1814,0,14,10,17,0,76410,30,1,88,0,3,2588,13348,7,104,92,16,106,10,3,381,0,9,69,0,61,126,30,2,1173,9,0,32,0,0,39,38,7,3,4,213,3060,1028,44,404,10,882,15961,0,1,125,1214,772,88,29,354,14,564,64,44,356,0,245,2989,1020,236,103,0,1,5,0,0,43106,595,0,20,0,790,666,39,8,8,2,394,1657,0,200,0,3,19817,2342,1504,0,0,83,776,0,837,0,28,18,9,1181,0,2,0,11,115,47122,11219,113215,427,0,6,6724,21,43,11,3,12268,21,82
Lesotho,LSO,7,0,0,0,0,445,0,0,0,0,0,57,1,0,0,0,13,0,0,1,0,0,0,0,1,0,4808,8,0,0,0,0,0,0,160,0,0,0,0,0,5,1,0,0,0,0,0,2,0,5,0,5,38,0,0,0,0,4,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,16,4,0,2,0,0,22,0,0,0,0,0,0,0,46,1,0,585,0,0,0,48,6,0,21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,30454,15,0,0,0,0,29,0,65,0,1,0,0,0,0,0,0,19502,0,379,0,7,86,0,0,24,0,0,12,0,0,0,9,0,37,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,9,0,0,0,2,114095,12,0,16,0,213,21,5,0,0,0,122,0,0,0,0,0,0,0,9,0,0,0,0,0,0,386,1163,0,0,0,1,0,0,0,0,0,894,48
Liberia,LBR,2,0,0,0,1,0,0,0,0,0,0,129,243,0,2,0,4,0,0,66,0,923,7,0,1,0,15,19,0,2,868,0,0,0,695,20,0,2,0,5,6,12,0,0,0,0,0,44023,0,1,0,9,101,0,0,4,8,41,0,0,0,0,0,2,0,0,38,119,1,0,0,0,0,904,1241,0,21,0,0,3,0,0,117820,5,0,0,0,16,4,0,196,4,0,0,52,213,0,67,4,0,1,0,0,0,0,5,0,1,277,0,0,2,0,2,9,0,3,0,8,5,0,596,0,0,4,34,0,0,5,0,0,1,0,0,0,7,1,0,0,2,2021,0,0,47,1,655,12997,0,0,0,72,0,12,0,10,0,0,8,217,30,0,0,414,0,0,0,0,0,0,0,0,0,342,0,0,0,21026,3,3,0,0,0,134,811,0,14,0,0,552,196,0,0,0,0,160,0,382,0,0,0,1,17,0,0,0,0,0,1,307,42949,0,0,0,2,5,0,0,0,610,0,29
Libya,LBY,1,2,35,0,0,0,0,0,0,0,0,1436,357,0,0,26,3,0,0,61,2,16,6,0,5,0,3,219,0,144,1,45,0,110,2502,0,0,2,1242,22,6,3,5,79,0,0,8,28,4,3,110,101,167,137,0,33,4,3122,0,0,4,0,42,0,0,0,68,413,12,10,3,4,0,831,74,0,188,0,0,6,0,3,7,0,0,0,1,12,1021,0,121,172,5,0,737,3382,0,77,961,0,298,0,0,0,78,4,0,3,669,0,0,0,0,1,15,0,10,45,4,3,0,0,350,0,7,147,0,41,16,0,0,4,0,0,37,4,3,0,0,1,466,0,5,101,22,18,474,0,0,0,72,62,8,0,24,2,0,4,22,327,0,1,1000,1,0,4,0,0,0,0,0,390,0,0,2,0,0,3,19,27,0,7,70,438,0,18928,0,0,370,756,49,0,0,26,380,0,0,0,0,0,2120,3065,0,0,0,86,0,605,136,35552,2,0,0,129,7,0,0,0,880,0,14
Liechtenstein,LIE,0,0,0,0,1,0,0,0,0,0,0,6,515,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,11,0,0,0,9,1,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,1756,0,0,4,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,38,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,46,0,0,0,0,2,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,11,0,0,0,0,0,0,0,0,0,0,0
Lithuania,LTU,0,15,0,0,1,41,0,0,1262,1249,0,3655,294,360,0,0,0,0,12161,222,2,0,17,0,45,48,0,66,0,100,0,0,1,0,7010,0,0,0,0,18,5,42,0,0,0,1,7,0,1080,0,46,168,1487,0,0,22,13,25,0,0,0,2101,0,28,0,0,647,28059,14,3,0,0,598,126069,2,2,116,0,0,0,5,0,0,0,2,0,1,53,3077,74,8,0,0,0,2393,582,0,0,5,7954,0,2,0,0,0,285,0,28666,92,0,0,0,0,0,25,0,261,0,19,3,0,0,3,0,0,0,0,0,70,0,854,81,0,0,0,3,0,3,0,0,441,0,4,114,0,0,3,0,0,1,303,0,1,0,31,2,14,11,0,85576,189,0,138,903,86199,0,0,0,0,4,0,3,0,0,311,0,0,0,27,228,0,0,1129,3459,0,0,0,6,1032,275,1,0,375,0,0,0,2,0,2,0,0,261,694,0,0,0,37696,5,148,77169,484,2100,0,126,0,0,0,0,12,25,217
Luxembourg,LUX,0,0,0,0,7,2,0,0,0,8,0,135,537,0,1,0,0,0,0,4448,1,0,0,0,4,52,0,0,0,0,0,0,0,0,544,0,0,0,0,14,0,18,0,236,0,0,11,1,20,0,5,15,236,0,0,33,9,4,0,0,0,0,13,0,0,0,31,3177,0,0,5,9,0,6075,3,1,38,0,0,0,0,0,0,0,0,0,0,2,10,75,6,0,0,0,90,630,0,5,4,0,0,0,0,0,0,0,0,1,1,0,0,0,7,8,0,0,51,15,6,3,0,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,2,0,0,798,0,0,30,0,0,4,0,0,0,91,0,0,0,12,0,0,5,0,138,3477,1,2,2,101,11,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,13,830,0,1,0,0,119,903,0,0,0,0,0,0,3,0,0,0,0,46,0,0,0,0,68,1,550,26,3,0,0,4,0,0,0,0,0,0,0
Macau,MAC,4,0,0,0,0,0,0,0,0,203,0,1917,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,19,0,6680,0,0,0,7,9,6005,15,0,0,0,0,1,0,0,0,0,9,0,2,0,7,2,0,0,0,0,0,0,0,0,2,0,410,0,3,0,0,0,0,70,0,0,0,0,0,2,0,0,0,0,0,0,69229,0,0,12,0,0,0,38,0,0,10,0,0,5,0,533,13,0,0,0,0,7,0,0,0,0,0,4,0,4,0,0,650,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,364,0,0,0,245,0,0,0,0,0,2,29,0,150,0,7,3,2,0,0,0,3047,0,10,0,2708,0,0,0,0,0,0,0,2,0,0,0,0,1137,0,0,0,0,0,0,0,55,0,6,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,4,1829,0,779,0,0,0,0,5,15,0,0,0,71,1,23
Macedonia,MKD,0,5396,0,3,44,2,0,0,0,0,0,43122,19326,0,0,17,2,0,0,1907,0,5,3,0,2,5,0,176,0,3760,1,0,3,7,7123,6,0,0,0,398,1,4,0,1,0,6,1,8,10447,0,9,538,2273,0,0,7,3,7,0,0,0,9,0,6,0,3,155,3145,3,13,0,0,0,54994,18,0,720,0,0,0,21,0,5,0,0,0,0,11,4200,3,46,0,30,0,33,44657,0,4,8,0,0,7,0,0,199,4,0,2,1040,0,0,0,0,5,251,0,0,0,0,18,0,0,4,6,0,0,0,0,2,1,0,9,0,0,0,5,0,6,3,3,35,0,16,589,0,3,29,0,1,4,548,50,5,3,0,0,1,0,0,292,11,0,1555,538,0,0,0,0,2,64,0,428,4,0,34,0,0,6,155,6593,0,0,211,214,0,5,0,0,2336,58224,188,0,0,5,4,0,18,0,6,0,0,31597,0,0,0,4,0,667,10,26139,14,0,2,6,0,0,0,2,334,1,11
Madagascar,MDG,2,0,0,0,3,5,0,1,0,22,0,163,25,0,0,0,3,2,0,206,0,2,0,0,4,7,57,51,0,0,0,29,0,78,1895,0,2,6,16,9,9,4,11403,62,0,0,2,20,0,69,5,25,22,74,2,22,3,49,0,0,2,0,33,5,0,0,4,2974,455,1,0,3,0,2820,35,0,40,0,0,560,0,0,0,0,0,1,0,14,11,0,145,0,0,0,12,1101,4,120,0,0,161,0,0,0,0,0,0,1,0,8,0,1,0,1,39,0,93,0,832,4,0,0,0,0,370,0,1406,22,4,0,0,32,0,0,0,87,0,5,0,2,140,0,0,18,0,2,63,0,0,0,381,0,9,0,1,0,0,3,0,13,0,40,0,0,296,3,0,0,0,0,0,0,0,0,19,152,0,2,15,1,0,4,183,150,0,2091,0,15,72,451,0,0,0,18,0,0,0,0,0,3,0,0,0,0,0,61,200,0,31476,3522,0,0,0,7,0,10,2,0,0,11,1442
